CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1409879F,ADSL,10 MB,SEJ,LAZARO CARDENAS,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,SANTA MATILDE,45140,-103.4159361,20.7265806,SUSPENDIDO
SSJ_519,ADSL,2 MB,SSJ,CENTRO DE SALUD GARGANTILLO,N/D,N/D,COSTA ORTE,TOMATLAN,GARGANTILLO (LA HACIENDA),NIÑOS HEROES #40,48450,-105.3461111,20.0183333,SUSPENDIDO
IITDG_001, iMAX,2 MB,GOB,INSTITUTO DE INFORMACIîN TERRITORIAL DEL ESTADO DE JALISCO,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,AV. PIRULES O.71 COL. CIUDAD GRANJA,N/D,-103.4471,20.6841,SIN SERVICIO
1411353E, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PREESCOLAR,CENTRO,EL SALTO,HACIENDA VIEJA DEL CASTILLO (CASTILLO VIEJO),PROLONGACION MAURO LOPEZ 11,45686,-103.2449444,20.5416944,ACTIVO
1409076H, iMAX,2 MB,SEJ,GABINO BARREDA,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),MORELOS 3,45655,-103.3763611,20.5291111,ACTIVO
1405119G, iMAX,2 MB,SEJ,AGUSTIN YAÑEZ,MATUTINO,PREESCOLAR,SUR,ZAPOTILTIC,ZAPOTILTIC,FRANCISCO VILLA 7,49600,-103.4446833,19.6367139,SIN SERVICIO
1407370H,ADSL,10 MB,SEJ,CENOBIO SAUZA,MATUTINO,SECUNDARIA,VALLES,TEQUILA,TEQUILA,LERDO DE TEJADA # 68  COL. CENTRO,46400,-103.8416028,20.8883056,SUSPENDIDO
1407557A, iMAX,2 MB,SEJ,ARTURO CHAVEZ HAYHO,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,ANDADOR PEDRO SANCHEZ 3552,44720,-103.2936111,20.6722222,SIN SERVICIO
1404796K,ADSL,10 MB,SEJ,MA MERCEDES MADRIGAL,MATUTINO,PRIMARIA,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,J CLEMENTE OROZCO 91,49000,-103.464525,19.7048361,SUSPENDIDO
1406366B,ADSL,2 MB,SEJ,PEDRO MORENO,MATUTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PLAYA GRANDE (SAN PEDRO),LIBERTAD,48333,-105.1907556,20.6500028,SUSPENDIDO
1410587A, iMAX,2 MB,SEJ,MARIANO OTERO,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,OJO DE AGUA,45590,-103.3327222,20.5779444,ACTIVO
1402033A,ADSL,10 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,LAZARO CARDENAS 2,47000,-102.3283917,21.2419472,SUSPENDIDO
1409030X, iMAX,2 MB,SEJ,NIÑOS HEROES,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN AGUSTIN,ZARAGOZA,45645,-103.5180556,20.7569444,ACTIVO
1406153H,ADSL,2 MB,SEJ,REVOLUCIîN MEXICANA,MATUTINO,SECUNDARIA,COSTA SUR,LA HUERTA,LA HUERTA,CONOCIDO,48850,-104.639625,19.4817222,SUSPENDIDO
1407606J, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 144,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,AVENIDA 18 DE MARZO 206 ENTRE ARROZ ,44470,-103.3452778,20.6288889,ACTIVO
1403070C, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,LA MATA (FATIMA),CONOCIDO LA MATA,47140,-102.4875,20.9155556,ACTIVO
SSJ_255, iMAX,2 MB,SSJ,JAMAY,N/D,N/D,CIENEGA,JAMAY,JAMAY,5 DE MAYO 204,44900,-102.7094444,20.29,SIN SERVICIO
SSJ_248, iMAX,2 MB,SSJ,PALOS ALTOS,N/D,N/D,CENTRO,IXTLAHUACAN DEL RIO,PALOS ALTOS,DOMICILIO CONOCIDO (PALOS ALTOS),45270,-103.156,20.8704444,ACTIVO
1403277K, iMAX,2 MB,SEJ,FRANCISCO I MADERO,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,TRES PALOS,CONOCIDO,47190,-102.4809667,20.8562667,SIN SERVICIO
1411358C, iMAX,2 MB,SEJ,PIEDRA AMARILLA,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,PIEDRA AMARILLA,CONOCIDO,45470,-102.9254194,20.7205611,SIN SERVICIO
14EPR0932I,ADSL,100 MB,SEJ,MARIANO OTERO,N/D,N/D,N/D,ZAPOPAN,ZAPOPAN,AVENIDA TESISTAN 450,45130,,,SUSPENDIDO
SSJ_364,ADSL,10 MB,SSJ,LABORATORIO DE SALUD PUBLICA,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,JUAREZ # 956 CENTRO,48350,-105.231607,20.614377,SUSPENDIDO
1409131C, iMAX,2 MB,SEJ,ROBERTO MENDIOLA ORTA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,HACIENDA SANTA FE,SILAO  186 COL. CHULAVISTA,45655,-103.3674167,20.5085,ACTIVO
1407953K, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,ENRIQUE DIAZ DE LEON ORTE 1189,44610,-103.3583333,20.6977778,ACTIVO
1408093E,ADSL,10 MB,SEJ,PREPARATORIA DE JALISCO,MATUTINO,BACHILLERATO,CENTRO,GUADALAJARA,GUADALAJARA,GONZALEZ ORTEGA 225,44400,-103.3505611,20.6799722,SUSPENDIDO
SC_261,ADSL,10 MB,SC,BIBLIOTECA PUBLICA MUNICIPAL,09:00 a 20:00,MUNICIPAL,CENTRO,ZAPOPAN,TUZANIA,AV.  CEREZOS # 1100,45210,-103.3549,20.76334,SUSPENDIDO
1403135E, iMAX,2 MB,SEJ,J GUADALUPE VICTORIA,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,BELEM,CONOCIDO BELEM,47140,-102.3047222,21.0133333,SIN SERVICIO
1402750K, iMAX,2 MB,SEJ,GREGORIO RAMIREZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 100,47140,-102.4003056,21.0309722,ACTIVO
1408486H,ADSL,10 MB,SEJ,MA. ELENA COSIO VIDAURRI,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,MITLA ¼ 250             ,44320,-103.3237111,20.7011306,SUSPENDIDO
1406868D,ADSL,2 MB,SEJ,MA LUISA VALENCIA,MATUTINO,PRIMARIA,VALLES,AHUALULCO DE MERCADO,EL CARMEN (EL CAPULIN),GUERRERO 101,46750,-103.9110556,20.6533333,SUSPENDIDO
1409971H,ADSL,2 MB,SEJ,ENRIQUE CRUZ CELIS,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,LAS AGUJAS,HILO MATIZADO 156,45180,-103.487275,20.795025,SUSPENDIDO
318DIFZ,ADSL,10 MB,DIF ZAPOPAN,N/D,N/D,N/D,CENTRO,ZAPOPAN,N/D,PROL. PARAISOS DEL COLLI S/N (CRUZA CON JACARANDAS) C.P. 45069,45069,-103.4534583,20.6497861,SUSPENDIDO
1407848F, iMAX,2 MB,SEJ,JOSE ANTONIO TORRES,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,CARLOS A CARRILLO 1140 ENTRE RAFAEL LOZADA Y ALFONSO CAMACHO ,44960,-103.3705556,20.6316667,ACTIVO
1409077A, iMAX,2 MB,SEJ,IGNACIO M ALTAMIRANO,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),NAZARIO AVILA 26 A,45655,-103.3697222,20.5316667,ACTIVO
1411065A, iMAX,2 MB,SEJ,JOSE VASCONCELOS,VESPERTINO,PRIMARIA,CENTRO,ZAPOTLANEJO,SAN JOAQUIN (CORRAL FALSO),SAN JOAQUIN (CORRAL FALSO),45470,-103.0427778,20.7744444,ACTIVO
1410296G, iMAX,2 MB,SEJ,FORANEA O. 10,MATUTINO,SECUNDARIA,CENTRO,EL SALTO,EL SALTO,"AVENIDA REVOLUCION , COL POTREROS",45680,-103.1872222,20.5175,SIN SERVICIO
1404705K,ADSL,10 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,SUR,AMACUECA,AMACUECA,HIDALGO 45,49370,-103.5953028,20.006325,SUSPENDIDO
1407293A, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,VESPERTINO,PREESCOLAR,VALLES,TALA,TALA,AMADO ERVO 52,45300,-103.6960333,20.6549528,ACTIVO
1410395D,ADSL,10 MB,SEJ,VALENTIN GîMEZ FARIAS,MATUTINO,SECUNDARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,ALAMBIQUE ¼ 3000       ,45593,-103.3283389,20.6211444,SUSPENDIDO
1412162G,ADSL,2 MB,SEJ,MODULO SAN JULIAN (TEPATITLAN),MATUTINO,BACHILLERATO,ALTOS SUR,SAN JULIAN,SAN JULIAN,HUNTINGTON PARK,47160,-102.1693611,21.0097222,SUSPENDIDO
1406365X,ADSL,2 MB,SEJ,IGNACIO L. VALLARTA,MATUTINO,SECUNDARIA,COSTA ORTE,PUERTO VALLARTA,LAS PALMAS DE ARRIBA,REVOLUCION S/N,48260,-105.1056972,20.8265111,SUSPENDIDO
JCSSA002516, iMAX,2 MB,SSJ,HUEJUCAR,N/D,N/D,NORTE,HUEJUCAR,HUEJUCAR,ESCALERILLAS #121,46260,-103.21,22.3575,SIN SERVICIO
1408252F,ADSL,10 MB,SEJ,DIF GUADALAJARA 4,MATUTINO,INICIAL,CENTRO,GUADALAJARA,GUADALAJARA,J ENCARNACION ROSAS 554,44280,-103.3408667,20.6842944,SUSPENDIDO
1402876G, iMAX,2 MB,SEJ,JUAN ALVAREZ,MATUTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,OJO DE AGUA DE LATILLAS,MADERO 127 ,47723,-102.6965556,20.6719444,ACTIVO
CCR_320, iMAX,2 MB,IJJ,ESPACIO PODER JOVEN AHUALULCO DE MERCADO,N/D,N/D,VALLES,AHUALULCO DE MERCADO,AHUALULCO DE MERCADO,JOSE MARIA MERCADO O.229  C.P.46730  COL. CENTRO ,46730,-103.9733,20.6968898,SIN SERVICIO
1402314D, iMAX,2 MB,SEJ,IGNACIO RAMIREZ,MATUTINO,PRIMARIA,ALTOS ORTE,SAN JUAN DE LOS LAGOS,PURISIMA,COMUNIDAD LA PURISIMA SAN JUAN DE LOS LAGOS,47000,-102.2684444,21.2090278,SIN SERVICIO
1406175X,ADSL,10 MB,SEJ,JOSE MARIA MORELOS Y PAVON,VESPERTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,ABASOLO 622,48290,-105.2141972,20.6666778,SUSPENDIDO
1403672F,ADSL,2 MB,SEJ,J JESUS GONZALEZ GALLO,MATUTINO,PRIMARIA,CIENEGA,CHAPALA,ATOTONILQUILLO,PRIVADA GONZALEZ GALLO 1,45930,-103.1241056,20.3923861,SUSPENDIDO
1409567D, iMAX,2 MB,SEJ,PABLO ERUDA,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,IGNACIO ALLENDE 34,45236,-103.4314444,20.6108611,SIN SERVICIO
1402428A, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS ORTE,ENCARNACION DE DIAZ,TEPOZAN DE MIRANDA,CONOCIDO,47295,-102.1559556,21.3897,SIN SERVICIO
1407805H, iMAX,2 MB,SEJ,ROSAURA ZAPATA,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,CALLE 40 144ENTRE JAVIER MINA Y GOMEZ DE MENDIOLA,44380,-103.3221389,20.671,SIN SERVICIO
CCR_083, iMAX,2 MB,IEEA,AMATITAN,N/D,N/D,VALLES,AMATITAN,AMATITAN,CALZADA DEL CARMEN #43 INT. A  C.P. 45380,45380,-103.726741,20.836498,SIN SERVICIO
218UDGV,ADSL,2 MB,UDG VIRTUAL,CASA TOMATLAN,N/D,N/D,COSTA ORTE,TOMATLAN,N/D," GALEANA #98 A, COLONIA CENTRO, TOMATLAN, C.P. ",N/D,-105.253913,19.936666,SUSPENDIDO
1407995E, iMAX,2 MB,SEJ,OCTAVIO PAZ LOZANO,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,FEDERACION 301,44360,-103.3352778,20.6797222,ACTIVO
SSJ_358,ADSL,10 MB,SSJ,CENTRO DE SALUD IXTAPA,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,IXTAPA,JESUS MEZA Y IÑOS HEROES,48280,-105.2044444,20.7141667,SUSPENDIDO
1409707E, iMAX,2 MB,SEJ,RAFAEL RAMIREZ,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,PASEO DE LA FAMILIA 274 COL.PASEO DEL BRICEÑO,45090,-103.4363056,20.6166667,ACTIVO
6023SP, iMAX,2 MB,GOB,OFICINA REGIONAL 06 SUR,8:00 - 16:00 horas,SEPLAN,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,1¡ DE MAYO # 42 ALTOS CENTRO,N/D,-103.4786111,19.6886111,SIN SERVICIO
UDG_205,ADSL,2 MB,UDG,ESC. PREPA. MODULO JAMAY,N/D,ESC. PREPA. MODULO JAMAY,CIENEGA,JAMAY,N/D,5 DE MAYO 204,N/D,-102.709444,20.29,SUSPENDIDO
1407976E, iMAX,2 MB,SEJ,ESTEBAN ALATORRE,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,ESTEBAN ALATORRE 3030,44700,-103.29375,20.6721389,ACTIVO
1412683X, iMAX,2 MB,SEJ,CENTRO REGIONAL DE EDUCACION ORMAL,N/D,NORMALES,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,CALZADA MADERO Y CARRANZA,49000,-103.4730667,19.7027361,SIN SERVICIO
1403702D,ADSL,2 MB,SEJ,JUAN BRAVO Y JUAREZ,MATUTINO,PRIMARIA,CIENEGA,JAMAY,JAMAY,GUERRERO 35,47900,-102.7099917,20.2900056,SUSPENDIDO
JCSSA013634, iMAX,2 MB,SSJ,UNEMES SALUD MENTAL TLAQUEPAQUE,N/D,N/D,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,"SALVADOR OROZCO LORETO, COL. LAS LIEBRES (LA ARENA)",45623,103 18 28.57  ,20 34 57.64 ,SIN SERVICIO
1412789A,ADSL,10 MB,SEJ,N/D,N/D,N/D,CENTRO,TLAJOMULCO DE ZUÑIGA,N/D,CIRCUITO PRINCIPAL,N/D,-103.2543,20.47941,SUSPENDIDO
1405139K, iMAX,2 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,SUR,ZAPOTILTIC,EL COAHUAYOTE (EL ARCO),AVENIDA 20 DE OVIEMBRE 5,49600,-103.3568167,19.6108861,SIN SERVICIO
1405749H,ADSL,2 MB,SEJ,ESC. SEC. TEC. O. 84,MATUTINO,SECUNDARIA,COSTA SUR,AUTLAN DE AVARRO,EL CHANTE,VENUSTIANO CARRANZA O.50,48918,-104.2037806,19.7192139,SUSPENDIDO
1410812C, iMAX,2 MB,SEJ,VICENTE SUAREZ,MATUTINO,PREESCOLAR,CENTRO,TONALA,TONALA,DOROTEO ARANGO 123ENTRE AVENIDA TONALA Y DIVISION DEL ORTE,45400,-103.2563889,20.6189444,SIN SERVICIO
339DIFZ,ADSL,10 MB,DIF ZAPOPAN,CDC O. 22 PARQUES DEL AUDITORIO,N/D,N/D,CENTRO,ZAPOPAN,N/D,"GONZALEZ GALLO #4110 ESQUINA PLAN DE GUADALUPE ENTRECALLE: , , ZAPOPAN, C.P. ",N/D,-103.345357,20.737789,SUSPENDIDO
1404085X, iMAX,2 MB,SEJ,NIÑOS HEROES,MATUTINO,SECUNDARIA,CIENEGA,ATOTONILCO EL ALTO,LA PURISIMA,COLOSIO UMERO 5,47760,-102.4651278,20.6064,SIN SERVICIO
1403234B, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PRIMARIA,ALTOS SUR,VALLE DE GUADALUPE,PUERTA DE MACIAS,CONOCIDO,47380,-102.6443,20.9716611,SIN SERVICIO
1402983X, iMAX,2 MB,SEJ,MARIA MONTESSORI,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,LA SOLEDAD,CONOCIDO,47600,-102.6929139,20.9183306,SIN SERVICIO
1409355C,ADSL-FO,2 MB,SEJ,ESCUELA JUAN ESCUTIA,N/D,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,PERIFERICO ORTE ENTRE JUAN DEL CARMEN Y MANUEL GLEZ,N/D,N/D,N/D,SUSPENDIDO
1410853D, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,VESPERTINO,PRIMARIA,CENTRO,TONALA,TONALA,"LAZARO CARDENAS 211,COL EDUCADORES",45400,-103.2605556,20.6380556,ACTIVO
JCSSA000206,ADSL,2 MB,SSJ,UNIDAD MOVIL DENTAL,N/D,N/D,VALLES,AMECA,AMECA,FLAVIO ROMERO DE VELASCO 62,46600,-104.0472222,20.5477778,SUSPENDIDO
1409198J, iMAX,2 MB,SEJ,TLAMACHTILLI,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,AMAPOLA 73,45068,-103.4656111,20.6478056,ACTIVO
1412610E,ADSL,2 MB,SEJ,MARIA DEL ROSARIO PLASCENCIA GARCIA,MATUTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,IXTAPA,JALISCO,48238,-105.2049222,20.7147222,SUSPENDIDO
1407284C, iMAX,2 MB,SEJ,DIEGO RIVERA,MATUTINO,PREESCOLAR,VALLES,SAN MARTIN HIDALGO,LOS VERGARA,INDEPENDENCIA,46770,-103.9221111,20.4530694,ACTIVO
1411125E, iMAX,2 MB,SEJ,ANDRES QUINTANA ROO,MATUTINO,SECUNDARIA,CENTRO,ZAPOTLANEJO,SAN JOSE DE LAS FLORES (GALLINAS DE ARRIBA),16 DE SEPTIEMBRE 43,45445,-102.9675278,20.6505,ACTIVO
115IDEFT,ADSL,10 MB,IDEFT,TLAQUEPAQUE,"L a V 9:00 A 17:00
S 9:00 A 14:00",N/D,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,"NISPERO # 643.
COL. LOMAS DEL TAPATIO",45588,-103.313217,20.609069,SUSPENDIDO
1409108C, iMAX,2 MB,SEJ,MARIA IZQUIERDO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,JARDINES DE SAN SEBASTIAN,LOMAS DE BUENOS AIRES 51 COL.LOMAS DEL SUR,45645,-103.4020556,20.4947778,SIN SERVICIO
1407337F, iMAX,2 MB,SEJ,ESC. SEC. TEC. O.90,MATUTINO,SECUNDARIA,VALLES,TALA,EL REFUGIO,HERMENEGILDO GALEANA 29,45310,-103.7416778,20.6725306,SIN SERVICIO
1402688D, iMAX,2 MB,SEJ,FEDERICO FROEBEL,MATUTINO,PREESCOLAR,ALTOS SUR,JESUS MARIA,JESUS MARIA,CUITLAHUAC 31,47950,-102.2269194,20.6101861,SIN SERVICIO
SSJ_387,ADSL,2 MB,SSJ,UNIDAD PERIFERICA MI UEVO SAN JUAN,N/D,N/D,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,"PEDRO DE ALBA O, 101, COL. MI UEVO SAN JUAN",47040,-102.3308333,21.2458333,SUSPENDIDO
1408924D, iMAX,2 MB,SEJ,ESC. SEC. TEC. O.54,MATUTINO,SECUNDARIA,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,FILIBERTO RUVALCABA SANCHEZ COL. LA GARITA,45260,-103.2416111,20.8560833,SIN SERVICIO
1403340K, iMAX,2 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,LA CIENEGA,LOCALIDAD LA FABRIA MUNICIPIO TOTOTLAN,47730,-102.7135,20.6608333,SIN SERVICIO
1403519J,ADSL,2 MB,SEJ,JUAN ESCUTIA,MATUTINO,SECUNDARIA,CIENEGA,AYOTLAN,LA ORIA,EMILIANO ZAPATA S/N,47940,-102.3237361,20.3758556,SUSPENDIDO
1405124K, iMAX,2 MB,SEJ,SALVADOR DIAZ MIRON,MATUTINO,PREESCOLAR,SUR,ZAPOTILTIC,ZAPOTILTIC,HIDALGO 9,49610,-103.4461694,19.6328778,SIN SERVICIO
1402585B, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,EL REFUGIO (PAREDONES),REVOLUCION 5,45475,-102.8981944,20.7275056,SIN SERVICIO
SSJ_425,ADSL,2 MB,SSJ,UNIDAD ESPECIALIZADA EN ATENCION OBSTETRICA Y CUIDADOS EONATALES TALA,N/D,N/D,VALLES,TALA,TALA,RAFAEL OCHOA MONTAÑO # 119,45300,-103.710543,20.654359,SUSPENDIDO
SSJ_254, iMAX,2 MB,SSJ,C.S. TEOCALTITAN,N/D,N/D,ALTOS SUR,JALOSTOTITLAN,TEOCALTITAN DE GUADALUPE (TEOCALTITAN),GONZALEZ GALLO 25,47138,-102.3978056,20.1426111,ACTIVO
1409533D, iMAX,2 MB,SEJ,GUILLERMO CHAVEZ VEGA,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,GALEANA 25,45068,-103.4564722,20.6521944,ACTIVO
SSJ_264,ADSL,2 MB,SSJ,C.S. SAN JOSE DE LA PAZ,N/D,N/D,ALTOS SUR,JESUS MARIA,SAN JOSE DE LA PAZ,VICENTE GUERRERO 3,47970,-102.0561111,20.5497222,SUSPENDIDO
1404092J, iMAX,2 MB,SEJ,MARIANO MATAMOROS,MATUTINO,PRIMARIA,CIENEGA,ATOTONILCO EL ALTO,SAN ANGEL,CONOCIDA SAN AGEL,47769,-102.5329167,20.6506389,SIN SERVICIO
SSJ_366,ADSL,2 MB,SSJ,PURIFICACION,N/D,N/D,COSTA SUR,VILLA PURIFICACIîN,VILLA PURIFICACION,JUAREZ O. 380,48800,-104.6019444,19.7188889,SUSPENDIDO
SSJ_178,ADSL,10 MB,SSJ,"HOSPITAL CIVIL DE GUADALAJARA ""FRAY ANTONIO ALCALDE""",N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,HOSPITAL O. 278,44280,-103.3461111,20.6763889,SUSPENDIDO
1409911G,ADSL,2 MB,SEJ,SARA MERCADO GONZALEZ,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,TEPEYAC,45180,-103.3347806,20.7558472,SUSPENDIDO
SSJ_234,ADSL,2 MB,SSJ,UNIDAD DE URGENCIAS CAREYES,N/D,N/D,COSTA SUR,LA HUERTA,PUEBLO CAREYES,CALLE ARTESANOS # 87 CAREYES,48850,-105.0233333,19.4444444,SUSPENDIDO
1409028F, iMAX,2 MB,SEJ,LEONA VICARIO,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,SAN AGUSTIN,SAN JUDAS TADEO 10,45650,-103.465,20.5341,ACTIVO
DIF_CDI_045, iMAX,2 MB,DIF,CAIC TECOLOTLAN,N/D,PREESCOLAR,SIERRA DE AMULA,TECOLOTLAN,N/D,"AV. GUADALAJARA ¼ 140, COL. VIRGENCITA, TECOLOTLAN",N/D,"104¡02'08.4"" ",20¡11'30.3  ,SIN SERVICIO
1407775J, iMAX,2 MB,SEJ,ELEUTERIO GONZALEZ,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,BELICE 263 ENTRE ICARAGUA Y PANAMA ,44920,-103.3760556,20.6495,ACTIVO
1404751E, iMAX,2 MB,SEJ,FEDERICO FROEBEL,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,AVENIDA JALISCO 116,49097,-103.4661139,19.6845694,SIN SERVICIO
230SDH,ADSL,10 MB,SDH,VOLUNTARIAS VICENTINAS DE CIUDAD GUZMAN A.C.,N/D,N/D,SUR,ZAPOTLAN EL GRANDE,N/D,"19 DE SEPTIEMBRE ¡20,  CD GUZMAN, C.P. ",N/D,103¡27'44.56, 19¡41'12.86 ,SUSPENDIDO
1403673J,ADSL,2 MB,SEJ,FRANCISCO VILLA,MATUTINO,SECUNDARIA,CIENEGA,CHAPALA,SAN ICOLAS DE IBARRA,CONOCIDO,45940,-103.1295889,20.3278,SUSPENDIDO
1404727A, iMAX,2 MB,SEJ,NETZAHUALCOYOTL,MATUTINO,PREESCOLAR,SUR,ATOYAC,ATOYAC,BARCINO 6,49200,-103.5124778,20.0068472,SIN SERVICIO
1405849X,ADSL,2 MB,SEJ,IGNACIO M ALTAMIRANO,MATUTINO,PRIMARIA,COSTA SUR,CIHUATLAN,BARRA DE AVIDAD,MIGUEL LOPEZ DE LEGAZPI 112,48987,-104.6839028,19.2034583,SUSPENDIDO
1405605E,ADSL,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,SIERRA DE AMULA,UNIîN DE TULA,UNION DE TULA,MEXICO ORTE 265,48000,-104.2646444,19.9601611,SUSPENDIDO
1405508E, iMAX,2 MB,SEJ,12 DE OCTUBRE,MATUTINO,PRIMARIA,SIERRA DE AMULA,TECOLOTLAN,COFRADIA DE DUENDES,JUAREZ 5,48542,-104.0054444,20.2355806,ACTIVO
1403253B, iMAX,2 MB,SEJ,NICOLAS BRAVO,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,LA SOLEDAD,CONOCIDO,47600,-102.6929139,20.9183306,SIN SERVICIO
SSJ_260,ADSL,2 MB,SSJ,C.S. JOSEFINO DE ALLENDE,N/D,N/D,ALTOS SUR,JESUS MARIA,ALLENDE (JOSEFINO DE ALLENDE),MIGUEL DIAZ OROZCO 10,47976,-102.0852778,20.72,SUSPENDIDO
1410657G, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,SAN IGNACIO ENTRE SANTA GERTRUDIS COL. PARQUE SANTA CRUZ DEL VALLE,45610,-103.3458333,20.5666667,ACTIVO
1408845K,ADSL,10 MB,SEJ,14 DE FEBRERO,MATUTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,TEHERAN 1066,44760,-103.2927333,20.6777528,SUSPENDIDO
1402014A, iMAX,2 MB,SEJ,JEAN PIAGET,MATUTINO,PREESCOLAR,ALTOS ORTE,SAN DIEGO DE ALEJANDRIA,LA CAMPA_A DE MORELOS (LA CAMPA_A),AVENIDA LAZARO CARDENAS,47590,-101.9851167,21.0036056,SIN SERVICIO
